Selected	Gene Symbol	SPOT	Profile	4	8	16	32	48
	AFF1	ID_336	44	0.00	87.89	-218.42	-464.67	-479.55
	AFF3	ID_337	9	0.00	-22.81	-31.94	-52.83	-54.65
	AFF4	ID_338	37	0.00	48.88	292.59	-268.31	-519.09
	AFG3L1	ID_339	39	0.00	68.42	44.03	375.74	289.46
	AFG3L2	ID_340	11	0.00	-230.13	-159.41	302.60	136.80
	AFM	ID_341	20	0.00	-5,366.10	-16,780.85	-2,268.36	-10,459.62
	AFMID	ID_342	34	0.00	1,012.70	-815.18	1,827.78	-693.24
	AFP	ID_343	46	0.00	213.12	90.34	133.86	165.16
	AFTPH	ID_344	9	0.00	-30.68	-56.69	-71.76	-199.16
	AGA	ID_345	34	0.00	42.96	3.06	144.88	10.29
	AGAP1	ID_346	37	0.00	-17.04	76.76	-97.53	-165.57
	AGAP2	ID_347	9	0.00	-0.49	-4.17	-5.74	-14.35
	AGAP3	ID_348	33	0.00	238.91	155.35	188.09	632.24
	AGBL5	ID_349	47	0.00	15.90	14.02	0.61	5.22
	AGER	ID_350	2	0.00	-23.94	-10.45	-19.72	-14.53
	AGFG1	ID_351	40	0.00	68.56	238.77	28.19	-23.45
	AGFG2	ID_352	23	0.00	-31.44	-776.07	43.51	61.86
	AGK	ID_353	42	0.00	25.08	64.21	30.01	58.83
	AGL	ID_354	32	0.00	928.32	-286.67	124.03	487.76
	AGMAT	ID_355	1	0.00	-891.22	-1,267.35	32.48	-976.04
	AGMO	ID_356	26	0.00	1,036.43	170.35	3,376.59	-505.74
	AGO1	ID_357	36	0.00	217.72	127.66	-93.14	111.73
	AGO2	ID_358	24	0.00	-17.08	93.03	-269.08	-289.16
	AGO3	ID_359	44	0.00	53.53	14.72	-58.92	-53.94
	AGO4	ID_360	9	0.00	-218.02	-234.42	-239.46	-400.02
	AGPAT1	ID_361	16	0.00	-43.02	21.74	-15.21	6.26
	AGPAT2	ID_362	20	0.00	-99.12	-620.60	103.30	-400.71
	AGPAT3	ID_363	2	0.00	-973.72	-156.90	-1,304.80	-661.65
	AGPAT4	ID_364	15	0.00	-9.90	28.78	-8.59	-7.76
	AGPAT5	ID_365	37	0.00	14.39	51.86	0.96	-37.00
	AGPAT6	ID_366	39	0.00	181.30	-120.38	1,335.39	198.80
	AGPAT9	ID_367	2	0.00	-473.39	-329.84	-433.22	-491.61
	AGPS	ID_368	15	0.00	-8.64	154.04	-103.42	-129.19
	AGR2	ID_369	40	0.00	0.76	1.58	0.00	0.00
